Start Time, Mon Oct 15 15:51:38 GMT+0100 2018
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 7200
Real Time (s), 7200.749849
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
1100, 1100, 24
1101, 1101, 37
1102, 1102, 30
1103, 1103, 37
1104, 1104, 32
1105, 1105, 27
1106, 1106, 32
1107, 1107, 26
1108, 1108, 29
1109, 1109, 29
1110, 1110, 22
1111, 1111, 26
1112, 1112, 22
1113, 1113, 37
1114, 1114, 27
1115, 1115, 29
1116, 1116, 21
1117, 1117, 41
1118, 1118, 25
1119, 1119, 26
1120, 1120, 26
1121, 1121, 29
1122, 1122, 38
1123, 1123, 25
1124, 1124, 32
1125, 1125, 28
1126, 1126, 38
1127, 1127, 28
1128, 1128, 18
1129, 1129, 21
1130, 1130, 21
1131, 1131, 23
1132, 1132, 34
1133, 1133, 31
1134, 1134, 23
1135, 1135, 28
1136, 1136, 40
1137, 1137, 34
1138, 1138, 38
1139, 1139, 36
1140, 1140, 36
1141, 1141, 26
1142, 1142, 38
1143, 1143, 34
1144, 1144, 22
1145, 1145, 31
1146, 1146, 37
1147, 1147, 39
1148, 1148, 42
1149, 1149, 36
1150, 1150, 36
1151, 1151, 45
1152, 1152, 37
1153, 1153, 35
1154, 1154, 38
1155, 1155, 34
1156, 1156, 41
1157, 1157, 32
1158, 1158, 43
1159, 1159, 40
1160, 1160, 40
1161, 1161, 44
1162, 1162, 41
1163, 1163, 53
1164, 1164, 52
1165, 1165, 57
1166, 1166, 57
1167, 1167, 42
1168, 1168, 51
1169, 1169, 50
1170, 1170, 61
1171, 1171, 59
1172, 1172, 69
1173, 1173, 55
1174, 1174, 59
1175, 1175, 59
1176, 1176, 58
1177, 1177, 55
1178, 1178, 68
1179, 1179, 56
1180, 1180, 71
1181, 1181, 53
1182, 1182, 68
1183, 1183, 60
1184, 1184, 67
1185, 1185, 70
1186, 1186, 72
1187, 1187, 92
1188, 1188, 75
1189, 1189, 85
1190, 1190, 66
1191, 1191, 65
1192, 1192, 77
1193, 1193, 69
1194, 1194, 75
1195, 1195, 80
1196, 1196, 77
1197, 1197, 77
1198, 1198, 50
1199, 1199, 63
1200, 1200, 81
1201, 1201, 69
1202, 1202, 78
1203, 1203, 76
1204, 1204, 74
1205, 1205, 67
1206, 1206, 66
1207, 1207, 67
1208, 1208, 75
1209, 1209, 62
1210, 1210, 69
1211, 1211, 78
1212, 1212, 60
1213, 1213, 73
1214, 1214, 71
1215, 1215, 79
1216, 1216, 65
1217, 1217, 63
1218, 1218, 56
1219, 1219, 60
1220, 1220, 65
1221, 1221, 61
1222, 1222, 46
1223, 1223, 50
1224, 1224, 52
1225, 1225, 61
1226, 1226, 49
1227, 1227, 52
1228, 1228, 46
1229, 1229, 40
1230, 1230, 37
1231, 1231, 36
1232, 1232, 41
1233, 1233, 42
1234, 1234, 30
1235, 1235, 45
1236, 1236, 21
1237, 1237, 37
1238, 1238, 32
1239, 1239, 35
1240, 1240, 29
1241, 1241, 27
1242, 1242, 30
1243, 1243, 34
1244, 1244, 22
1245, 1245, 27
1246, 1246, 20
1247, 1247, 26
1248, 1248, 21
1249, 1249, 29
1250, 1250, 21
